SerialNumber,ModelName,ProductLine,Weight,WeightClass,SellDate,ReceiveDate,InventoryDays,Cost,Revenue,Profit,ProfitMargin,ROI,RevenueQuartile,StoreID,StoreName,State,City,SaleLocation,Usage
4PTX8AJQLS,SY500,SY,500,Large,2024-06-10,2024-03-29,73.0,787.1999999999999,844.0,56.80000000000007,6.729857819905222,7.215447154471553,Q2,2,Summit Machinery,MD,Baltimore,"Baltimore, MD",General
01YAOWUBMS,TH35,TH,35,Small,2024-03-30,2024-03-29,1.0,608.0,832.7,224.70000000000005,26.984508226251958,36.957236842105274,Q2,1,Atlas Equipment,WA,Pierce,"Pierce, WA",Home
LQOOHBXSLZ,SY75,SY,75,Medium,2024-04-21,2024-03-29,23.0,635.2,1772.1,1136.8999999999999,64.15552169742114,178.9829974811083,Q4,4,Everest Heavy Duty,TN,Davidson,"Davidson, TN",Home
ANZB5NLA8K,TH335,TH,335,Large,,2024-03-29,,956.0,,,,,,6,Titan Tools,,,,
JPP53SUPWP,SY155,SY,155,Large,2024-04-10,2024-03-29,12.0,326.0,654.0,328.0,50.15290519877675,100.61349693251533,Q2,2,Summit Machinery,CA,San Mateo,"San Mateo, CA",Home
69BVJCZOTE,SCA75,SCA,75,Medium,2024-06-27,2024-03-29,90.0,554.0,917.4000000000001,363.4000000000001,39.61194680619142,65.59566787003612,Q3,3,Pioneer Industrial,OH,Summit,"Summit, OH",General
PS8KCT526I,SY235,SY,235,Large,,2024-03-29,,606.0,,,,,,5,Liberty Machines,,,,
FJ5YWYXDU7,SY35,SY,35,Small,,2024-03-29,,956.0,,,,,,6,Titan Tools,,,,
4INBLDHI5A,SY50,SY,50,Medium,2024-07-05,2024-03-29,98.0,608.0,1286.09,678.0899999999999,52.72492593830913,111.52796052631577,Q4,2,Summit Machinery,MN,Hennepin,"Hennepin, MN",Home
F5AG9CJ7PY,SY16,SY,16,Small,,2024-03-29,,606.0,,,,,,2,Summit Machinery,,,,
AN6TP41X4B,SY75,SY,75,Medium,2024-06-24,2024-03-29,87.0,539.2,0.0,-539.2,,-100.0,Q1,4,Everest Heavy Duty,LA,Jefferson,"Jefferson, LA",Civil
SI93Z4D7SN,SCA35,SCA,35,Small,,2024-03-30,,820.0,,,,,,1,Atlas Equipment,,,,
VNGWLULFJK,SCA335,SCA,335,Large,2024-04-05,2024-03-30,6.0,386.4,399.0,12.600000000000023,3.157894736842111,3.2608695652173973,Q1,1,Atlas Equipment,WA,Benton,"Benton, WA",General
YU1QXQA378,SY235,SY,235,Large,,2024-03-30,,326.0,,,,,,2,Summit Machinery,,,,
YGV4QL1V4T,SY75,SY,75,Medium,2024-05-20,2024-03-30,51.0,251.0,345.4,94.39999999999998,27.3306311522872,37.60956175298804,Q1,1,Atlas Equipment,TX,Bexar,"Bexar, TX",Civil
VJISHXJVKH,SCA75,SCA,75,Medium,2024-04-27,2024-03-30,28.0,820.0,1097.8,277.79999999999995,25.305155766077608,33.8780487804878,Q3,5,Liberty Machines,NY,Queens,"Queens, NY",Civil
Q95P5XKISI,SCA500,SCA,500,Large,2024-04-24,2024-03-30,25.0,343.68,465.0,121.32,26.090322580645157,35.300279329608934,Q1,4,Everest Heavy Duty,NV,Washoe,"Washoe, NV",Education
6V6YZB6DER,SCA500,SCA,500,Large,2024-06-01,2024-03-30,63.0,312.96,626.0,313.04,50.00638977635783,100.02556237218816,Q2,4,Everest Heavy Duty,TN,Shelby,"Shelby, TN",Education
V5R45QNEHT,SCA75,SCA,75,Medium,2024-04-08,2024-03-30,9.0,429.0,585.2,156.20000000000005,26.691729323308277,36.41025641025642,Q1,2,Summit Machinery,NV,Washoe,"Washoe, NV",Other
1C47L62OWY,TH235,TH,235,Large,2024-07-30,2024-03-30,122.0,653.8,531.0,-122.79999999999995,-23.1261770244821,-18.782502294279592,Q1,5,Liberty Machines,FL,Orange,"Orange, FL",General
J6MI6H4JEJ,SCA335,SCA,335,Large,2024-06-07,2024-03-30,69.0,514.8,530.0,15.200000000000045,2.8679245283018955,2.9526029526029616,Q1,2,Summit Machinery,RI,Providence,"Providence, RI",General
6LY3JUP4XL,SY50,SY,50,Medium,2024-07-02,2024-03-31,93.0,326.0,1078.22,752.22,69.76498302758249,230.74233128834356,Q3,1,Atlas Equipment,WY,Laramie,"Laramie, WY",General
PXLNGP9V14,TH135,TH,135,Medium,,2024-03-31,,358.0,,,,,,3,Pioneer Industrial,,,,
TYQ4N3J6Q6,SCA135,SCA,135,Medium,,2024-03-31,,783.0,,,,,,1,Atlas Equipment,,,,
1Q9UFD00ZD,SCA75,SCA,75,Medium,,2024-03-31,,956.0,,,,,,5,Liberty Machines,,,,
SA7LG44PYW,SY135,SY,135,Medium,,2024-03-31,,554.0,,,,,,1,Atlas Equipment,,,,
OAWP7EUQ66,SCA155,SCA,155,Large,2024-06-03,2024-03-31,64.0,604.0,784.0,180.0,22.95918367346939,29.80132450331126,Q2,2,Summit Machinery,OK,Tulsa,"Tulsa, OK",Other
8KXA0WM6ZW,SCA50,SCA,50,Medium,2024-04-16,2024-03-31,16.0,608.0,871.2,263.20000000000005,30.21120293847567,43.289473684210535,Q3,2,Summit Machinery,FL,Hillsborough,"Hillsborough, FL",General
F8DLH61E7Z,SCA16,SCA,16,Small,2024-07-17,2024-03-31,108.0,751.0,1657.89,906.8900000000001,54.701457877181234,120.75765645805593,Q4,1,Atlas Equipment,LA,Orleans,"Orleans, LA",Construction
4WI0YICGV8,SCA75,SCA,75,Medium,2024-07-15,2024-03-31,106.0,794.0,2465.71,1671.71,67.79832178155581,210.54282115869017,Q4,6,Titan Tools,WI,Milwaukee,"Milwaukee, WI",Home
KHACRTR1A0,SY50,SY,50,Medium,2024-06-02,2024-03-31,63.0,884.0,1998.7,1114.7,55.77125131335367,126.0972850678733,Q4,5,Liberty Machines,CT,Fairfield,"Fairfield, CT",Rental
L7Y3CS03ZR,SCA135,SCA,135,Medium,,2024-04-01,,326.0,,,,,,6,Titan Tools,,,,
5NHALVW33N,SY50,SY,50,Medium,2024-06-20,2024-04-01,80.0,794.0,1720.4,926.4000000000001,53.84794233899094,116.6750629722922,Q4,5,Liberty Machines,CT,New Haven,"New Haven, CT",Other
ZI45VDWIW1,TH135,TH,135,Medium,2024-06-02,2024-04-01,62.0,257.6,411.0,153.39999999999998,37.323600973236005,59.54968944099377,Q1,4,Everest Heavy Duty,OH,Cuyahoga,"Cuyahoga, OH",Home
6VDT3R2OQ8,SCA135,SCA,135,Medium,2024-05-03,2024-04-01,32.0,641.6,945.0,303.4,32.1058201058201,47.288029925187026,Q3,4,Everest Heavy Duty,TN,Shelby,"Shelby, TN",General
1SJ2HTMEGP,SCA335,SCA,335,Large,,2024-04-01,,751.0,,,,,,1,Atlas Equipment,,,,
SFWBDD75ZW,SY135,SY,135,Medium,,2024-04-01,,956.0,,,,,,2,Summit Machinery,,,,
3O31JYNL4Q,SY50,SY,50,Medium,2024-05-25,2024-04-01,54.0,707.2,1949.2,1242.0,63.7184485942951,175.62217194570135,Q4,4,Everest Heavy Duty,VA,Prince William,"Prince William, VA",Rental
LNXY9PC9P3,SCA16,SCA,16,Small,,2024-04-01,,358.0,,,,,,1,Atlas Equipment,,,,
L3BRYXPHMX,SY135,SY,135,Medium,2024-05-26,2024-04-01,55.0,707.2,1847.0,1139.8,61.71088251218192,161.17081447963798,Q4,4,Everest Heavy Duty,WI,Waukesha,"Waukesha, WI",Home
KBGWFSUT8R,SCA16,SCA,16,Small,2024-06-18,2024-04-02,77.0,604.0,0.0,-604.0,,-100.0,Q1,2,Summit Machinery,UT,Salt Lake,"Salt Lake, UT",Home
75CMA5TIZA,TH235,TH,235,Large,,2024-04-02,,358.0,,,,,,5,Liberty Machines,,,,
YH4RUG43DB,SCA75,SCA,75,Medium,2024-06-21,2024-04-02,80.0,884.0,1950.3,1066.3,54.67363995282777,120.62217194570135,Q4,2,Summit Machinery,MO,St. Louis,"St. Louis, MO",Other
OA1CXGEEPY,SY135,SY,135,Medium,2024-06-18,2024-04-02,77.0,251.0,321.0,70.0,21.806853582554517,27.88844621513944,Q1,2,Summit Machinery,NY,Kings,"Kings, NY",Civil
ZJ0RCGZYB6,SY50,SY,50,Medium,2024-07-14,2024-04-02,103.0,364.8,1020.76,655.96,64.26192248912575,179.81359649122808,Q3,4,Everest Heavy Duty,CA,Butte,"Butte, CA",Health
83LDSMJX28,SY155,SY,155,Large,2024-07-19,2024-04-02,108.0,764.8000000000001,1184.0,419.19999999999993,35.405405405405396,54.81171548117153,Q4,4,Everest Heavy Duty,NC,Mecklenburg,"Mecklenburg, NC",Home
ODYV9VITCX,SY50,SY,50,Medium,,2024-04-02,,608.0,,,,,,1,Atlas Equipment,,,,
3IEAL03H36,SY35,SY,35,Small,2024-06-16,2024-04-02,75.0,257.6,457.6,200.0,43.7062937062937,77.63975155279502,Q1,4,Everest Heavy Duty,IN,Lake,"Lake, IN",Civil
4WQBH9C5JL,SY135,SY,135,Medium,2024-05-09,2024-04-02,37.0,608.0,783.0,175.0,22.349936143039592,28.782894736842106,Q2,5,Liberty Machines,KS,Johnson,"Johnson, KS",General
JQ4KTFNJDF,SY135,SY,135,Medium,2024-04-10,2024-04-02,8.0,535.0,664.0,129.0,19.427710843373493,24.11214953271028,Q2,1,Atlas Equipment,KS,Sedgwick,"Sedgwick, KS",General
15AUQGAXUJ,SY235,SY,235,Large,2024-04-16,2024-04-02,14.0,884.0,1805.0,921.0,51.02493074792244,104.18552036199095,Q4,2,Summit Machinery,MA,Middlesex,"Middlesex, MA",Other
ZC6ER6KXFX,SCA135,SCA,135,Medium,,2024-04-02,,656.0,,,,,,2,Summit Machinery,,,,
D56KZCMSYH,TH16,TH,16,Small,,2024-04-02,,822.0,,,,,,2,Summit Machinery,,,,
XD3L9ZQKLW,SCA75,SCA,75,Medium,,2024-04-02,,606.0,,,,,,1,Atlas Equipment,,,,
FRDOTJ8ZQR,SY50,SY,50,Medium,2024-07-31,2024-04-02,120.0,674.0,0.0,-674.0,,-100.0,Q1,3,Pioneer Industrial,HI,Honolulu,"Honolulu, HI",General
F0DKMFOK7H,SY16,SY,16,Small,2024-05-24,2024-04-02,52.0,343.2,606.1,262.90000000000003,43.37568058076226,76.60256410256412,Q1,4,Everest Heavy Duty,NY,Queens,"Queens, NY",Rental
WKPQDP1JLX,SY35,SY,35,Small,2024-06-17,2024-04-02,76.0,656.0,911.9000000000001,255.9000000000001,28.062287531527584,39.00914634146343,Q3,2,Summit Machinery,NY,Bronx,"Bronx, NY",Rental
TH7D50H8X9,SCA155,SCA,155,Large,,2024-04-03,,751.0,,,,,,5,Liberty Machines,,,,
H5FCV47Q4S,SY75,SY,75,Medium,2024-06-14,2024-04-03,72.0,657.6,1182.5,524.9,44.38900634249471,79.82055961070559,Q4,4,Everest Heavy Duty,NC,New Hanover,"New Hanover, NC",General
AA1PH66S77,SY16,SY,16,Small,2024-04-05,2024-04-03,2.0,902.0,1565.3,663.3,42.37526352775826,73.53658536585365,Q4,5,Liberty Machines,NY,Onondaga,"Onondaga, NY",Home
IG8ICU5ST5,TH75,TH,75,Medium,,2024-04-03,,322.0,,,,,,1,Atlas Equipment,,,,
91TMC9SKTL,SCA16,SCA,16,Small,2024-07-01,2024-04-03,89.0,322.0,706.42,384.41999999999996,54.41805158404348,119.38509316770185,Q2,6,Titan Tools,MA,Middlesex,"Middlesex, MA",General
0MO0ZF8AQQ,SY155,SY,155,Large,,2024-04-03,,802.0,,,,,,6,Titan Tools,,,,
VNZW316XXP,SY335,SY,335,Large,2024-04-17,2024-04-03,14.0,429.6,449.0,19.399999999999977,4.320712694877501,4.5158286778398455,Q1,1,Atlas Equipment,AL,Jefferson,"Jefferson, AL",Health
GSN8KI97HX,SCA500,SCA,500,Large,,2024-04-03,,822.0,,,,,,2,Summit Machinery,,,,
W9MOK7VCAG,TH75,TH,75,Medium,,2024-04-03,,358.0,,,,,,2,Summit Machinery,,,,
M6A5L26J4Z,SY155,SY,155,Large,2024-05-08,2024-04-03,35.0,502.0,642.0,140.0,21.806853582554517,27.88844621513944,Q2,3,Pioneer Industrial,WY,Natrona,"Natrona, WY",Civil
LJ7DCLJKS6,SY235,SY,235,Large,2024-05-13,2024-04-03,40.0,326.0,657.0,331.0,50.38051750380518,101.53374233128834,Q2,6,Titan Tools,NC,Mecklenburg,"Mecklenburg, NC",Civil
CE2PE49QFI,SY35,SY,35,Small,2024-05-05,2024-04-04,31.0,794.0,1783.1,989.0999999999999,55.47080926476361,124.57178841309822,Q4,3,Pioneer Industrial,WA,King,"King, WA",Education
AJU6G2NE1C,SY335,SY,335,Large,2024-06-07,2024-04-04,64.0,727.1999999999999,1188.0,460.80000000000007,38.787878787878796,63.36633663366338,Q4,6,Titan Tools,VA,Fairfax,"Fairfax, VA",Health
YNJWBC237V,SY135,SY,135,Medium,2024-06-15,2024-04-04,72.0,657.6,1071.0,413.4,38.59943977591036,62.864963503649626,Q3,4,Everest Heavy Duty,CO,El Paso,"El Paso, CO",Other
LIOBSQCZQW,SCA155,SCA,155,Large,,2024-04-04,,502.0,,,,,,6,Titan Tools,,,,
89RE2AOLBI,SCA35,SCA,35,Small,2024-05-30,2024-04-04,56.0,539.2,1225.4,686.2,55.99804145585116,127.26261127596439,Q4,4,Everest Heavy Duty,CT,Fairfield,"Fairfield, CT",Transportation
E804ULMXZ0,SY135,SY,135,Medium,2024-07-24,2024-04-04,111.0,822.0,1045.0,223.0,21.339712918660286,27.128953771289538,Q3,6,Titan Tools,NH,Hillsborough,"Hillsborough, NH",General
ZMZWLLSZPQ,SY16,SY,16,Small,2024-04-08,2024-04-04,4.0,456.0,620.4000000000001,164.4000000000001,26.499032882011615,36.052631578947384,Q1,2,Summit Machinery,FL,Orange,"Orange, FL",Other
76P6R5U8RL,SY135,SY,135,Medium,2024-07-17,2024-04-04,104.0,322.0,424.0,102.0,24.056603773584907,31.67701863354037,Q1,6,Titan Tools,NC,Mecklenburg,"Mecklenburg, NC",General
3F5Z9A91I0,TH235,TH,235,Large,2024-07-28,2024-04-04,115.0,608.0,811.0,203.0,25.030826140567203,33.38815789473684,Q2,2,Summit Machinery,CA,Kern,"Kern, CA",Home
XWD9P87FGN,SY335,SY,335,Large,2024-06-15,2024-04-04,72.0,984.0,1022.0,38.0,3.7181996086105675,3.861788617886179,Q3,3,Pioneer Industrial,MI,Wayne,"Wayne, MI",Home
RS70DRXNEV,SCA155,SCA,155,Large,2024-04-08,2024-04-04,4.0,326.0,708.0,382.0,53.954802259887,117.17791411042944,Q2,5,Liberty Machines,VA,Fairfax,"Fairfax, VA",Rental
63LAVOULS6,SCA35,SCA,35,Small,2024-06-28,2024-04-04,85.0,606.0,1346.4,740.4000000000001,54.99108734402852,122.1782178217822,Q4,2,Summit Machinery,WI,Waukesha,"Waukesha, WI",Civil
9VFPISQPT5,SY335,SY,335,Large,2024-06-12,2024-04-05,68.0,514.8,523.0,8.200000000000045,1.5678776290631062,1.5928515928516018,Q1,6,Titan Tools,MO,Jackson,"Jackson, MO",Home
J8OCO6X82I,SY500,SY,500,Large,2024-05-10,2024-04-05,35.0,727.1999999999999,1282.0,554.8000000000001,43.27613104524182,76.2926292629263,Q4,1,Atlas Equipment,CT,Hartford,"Hartford, CT",Civil
K076RKPFU2,SCA235,SCA,235,Large,,2024-04-05,,751.0,,,,,,6,Titan Tools,,,,
KUZZNYX8QL,SY155,SY,155,Large,2024-05-08,2024-04-05,33.0,326.0,661.0,335.0,50.68078668683812,102.76073619631903,Q2,2,Summit Machinery,VA,Fairfax,"Fairfax, VA",Other
1Y5KTBXKLV,SY235,SY,235,Large,,2024-04-05,,326.0,,,,,,3,Pioneer Industrial,,,,
Y9E1E0HP5U,SCA500,SCA,500,Large,,2024-04-05,,322.0,,,,,,6,Titan Tools,,,,
OZAT0DOZAP,TH35,TH,35,Small,2024-06-18,2024-04-05,74.0,467.0,0.0,-467.0,,-100.0,Q1,6,Titan Tools,NV,Washoe,"Washoe, NV",Civil
IJDK6LT780,SCA135,SCA,135,Medium,,2024-04-05,,467.0,,,,,,6,Titan Tools,,,,
S4BMINOGWZ,SY35,SY,35,Small,2024-05-16,2024-04-05,41.0,751.0,1081.3,330.29999999999995,30.54656432072505,43.98135818908122,Q3,2,Summit Machinery,NJ,Union,"Union, NJ",Home
VS2QQU0EFD,SCA335,SCA,335,Large,2024-06-03,2024-04-05,59.0,1082.4,1479.0,396.5999999999999,26.81541582150101,36.640798226164065,Q4,2,Summit Machinery,AL,Jefferson,"Jefferson, AL",Construction
K0MCG8WVXB,SY50,SY,50,Medium,2024-07-25,2024-04-05,111.0,456.0,1003.86,547.86,54.5753391907238,120.14473684210527,Q3,1,Atlas Equipment,MA,Middlesex,"Middlesex, MA",Other
EKNPRWEWD1,TH235,TH,235,Large,2024-06-29,2024-04-05,85.0,820.0,1047.0,227.0,21.680993314231138,27.682926829268297,Q3,2,Summit Machinery,TN,Davidson,"Davidson, TN",Education
NEJRYIVL9A,SCA75,SCA,75,Medium,2024-07-19,2024-04-05,105.0,486.4,1365.52,879.12,64.37986993965669,180.74013157894737,Q4,4,Everest Heavy Duty,CA,Los Angeles,"Los Angeles, CA",Transportation
CZH5LL13M3,SY35,SY,35,Small,2024-05-17,2024-04-05,42.0,456.0,656.7,200.70000000000005,30.56190041114665,44.01315789473686,Q2,2,Summit Machinery,MA,Middlesex,"Middlesex, MA",Education
QKVKYXF7V8,TH335,TH,335,Large,,2024-04-05,,456.0,,,,,,3,Pioneer Industrial,,,,
GPBKS5KLY7,SY500,SY,500,Large,,2024-04-05,,751.0,,,,,,6,Titan Tools,,,,
NYGDW6BQKG,SY16,SY,16,Small,2024-04-29,2024-04-06,23.0,251.0,348.7,97.69999999999999,28.018353885861767,38.924302788844614,Q1,2,Summit Machinery,IL,Lake,"Lake, IL",General
ZHEQPMURLH,SY135,SY,135,Medium,2024-04-08,2024-04-06,2.0,608.0,765.0,157.0,20.522875816993462,25.822368421052634,Q2,5,Liberty Machines,CO,Arapahoe,"Arapahoe, CO",Rental
WMXL9EOVYC,SCA500,SCA,500,Large,2024-06-11,2024-04-06,66.0,939.5999999999999,1399.0,459.4000000000001,32.83774124374554,48.893146019582815,Q4,6,Titan Tools,CO,Arapahoe,"Arapahoe, CO",Education
H74MGTKV6R,SCA335,SCA,335,Large,2024-06-12,2024-04-06,67.0,301.2,323.0,21.80000000000001,6.749226006191954,7.2377158034528595,Q1,3,Pioneer Industrial,MI,Oakland,"Oakland, MI",General
J6ZGS81XZ0,SCA500,SCA,500,Large,2024-06-13,2024-04-06,68.0,901.1999999999999,865.0,-36.19999999999993,-4.184971098265889,-4.016866400355075,Q3,2,Summit Machinery,MA,Middlesex,"Middlesex, MA",Other
BPKP3AYIS1,TH35,TH,35,Small,2024-05-14,2024-04-06,38.0,674.0,0.0,-674.0,,-100.0,Q1,1,Atlas Equipment,NV,Washoe,"Washoe, NV",Construction
GYGVSIU8AT,SY50,SY,50,Medium,2024-05-03,2024-04-06,27.0,251.0,336.6,85.60000000000002,25.430778371954847,34.10358565737053,Q1,6,Titan Tools,CA,Kern,"Kern, CA",General
ED15RC7XFD,SY155,SY,155,Large,2024-04-25,2024-04-06,19.0,751.0,1167.0,416.0,35.646958011996574,55.39280958721704,Q3,1,Atlas Equipment,NY,Suffolk,"Suffolk, NY",General
UISYIFUXZD,SCA50,SCA,50,Medium,2024-06-14,2024-04-06,69.0,604.0,0.0,-604.0,,-100.0,Q1,2,Summit Machinery,CA,Santa Barbara,"Santa Barbara, CA",Home
7WYRGQ1BRV,SY335,SY,335,Large,2024-07-05,2024-04-06,90.0,1272.96,1743.0,470.03999999999996,26.96729776247848,36.92496229260935,Q4,2,Summit Machinery,UT,Salt Lake,"Salt Lake, UT",Other
GQAC8BCX18,SCA335,SCA,335,Large,,2024-04-06,,656.0,,,,,,1,Atlas Equipment,,,,
HYTSXQTTHZ,TH35,TH,35,Small,2024-05-25,2024-04-06,49.0,502.0,690.8000000000001,188.80000000000007,27.33063115228721,37.609561752988064,Q2,5,Liberty Machines,NY,Richmond,"Richmond, NY",General
R0ZTVP4ID7,SY335,SY,335,Large,2024-04-18,2024-04-06,12.0,560.4,837.0,276.6,33.04659498207886,49.3576017130621,Q2,5,Liberty Machines,IN,Lake,"Lake, IN",Rental
2Y47OGT07D,TH135,TH,135,Medium,2024-04-20,2024-04-06,14.0,428.0,665.0,237.0,35.6390977443609,55.373831775700936,Q2,4,Everest Heavy Duty,NE,Douglas,"Douglas, NE",Civil
B05QBEBI1E,TH335,TH,335,Large,2024-05-07,2024-04-06,31.0,787.1999999999999,842.0,54.80000000000007,6.508313539192407,6.961382113821148,Q2,2,Summit Machinery,UT,Salt Lake,"Salt Lake, UT",General
EGJAZA2IRC,SY75,SY,75,Medium,,2024-04-07,,502.0,,,,,,1,Atlas Equipment,,,,
JFR27LCWSJ,SCA35,SCA,35,Small,2024-05-08,2024-04-07,31.0,535.0,715.0000000000001,180.0000000000001,25.174825174825187,33.64485981308413,Q2,1,Atlas Equipment,CT,New Haven,"New Haven, CT",General
3HYY47GTQJ,SY335,SY,335,Large,2024-04-13,2024-04-07,6.0,1082.4,1064.0,-18.40000000000009,-1.7293233082706854,-1.6999260901700008,Q3,5,Liberty Machines,TX,Travis,"Travis, TX",Construction
ZDY7547TE1,TH35,TH,35,Small,,2024-04-07,,794.0,,,,,,5,Liberty Machines,,,,
ROVK8GHFSE,SCA155,SCA,155,Large,2024-05-14,2024-04-07,37.0,902.0,1148.0,246.0,21.428571428571427,27.27272727272727,Q3,1,Atlas Equipment,TN,Shelby,"Shelby, TN",Education
H6TM4SZMJ9,SCA335,SCA,335,Large,,2024-04-07,,535.0,,,,,,5,Liberty Machines,,,,
IQ6N1XQDCK,SY135,SY,135,Medium,2024-04-09,2024-04-07,2.0,802.0,1383.0,581.0,42.010122921185825,72.44389027431421,Q4,3,Pioneer Industrial,OR,Multnomah,"Multnomah, OR",Construction
TWN45Y12ZZ,SCA155,SCA,155,Large,2024-04-13,2024-04-07,6.0,674.0,1161.0,487.0,41.94659776055125,72.25519287833828,Q3,1,Atlas Equipment,CT,Fairfield,"Fairfield, CT",General
8ZW7HGCS9J,SCA500,SCA,500,Large,2024-06-12,2024-04-07,66.0,724.8,0.0,-724.8,,-100.0,Q1,6,Titan Tools,VA,Fairfax,"Fairfax, VA",Rental
L7979LQL6C,SY500,SY,500,Large,2024-06-21,2024-04-08,74.0,962.4,902.0,-60.39999999999998,-6.696230598669621,-6.2759767248545275,Q3,2,Summit Machinery,MN,Hennepin,"Hennepin, MN",Home
QRMQKHLUVG,SCA335,SCA,335,Large,2024-05-11,2024-04-08,33.0,986.4,1014.0,27.600000000000023,2.7218934911242627,2.798053527980538,Q3,5,Liberty Machines,SC,Charleston,"Charleston, SC",Education
3T0WYR24ZY,TH75,TH,75,Medium,,2024-04-08,,604.0,,,,,,4,Everest Heavy Duty,,,,
OUB761ZUSS,SY75,SY,75,Medium,2024-06-20,2024-04-08,73.0,456.0,618.2,162.20000000000005,26.23746360401165,35.5701754385965,Q1,3,Pioneer Industrial,NY,Queens,"Queens, NY",Rental
3UIFR7JHQ6,SCA75,SCA,75,Medium,2024-06-18,2024-04-09,70.0,656.0,924.0000000000001,268.0000000000001,29.00432900432901,40.853658536585385,Q3,3,Pioneer Industrial,MI,Wayne,"Wayne, MI",Other
FV8KR8FV87,SCA235,SCA,235,Large,2024-06-08,2024-04-09,60.0,794.0,1600.0,806.0,50.375,101.51133501259446,Q4,2,Summit Machinery,NE,Lincoln,"Lincoln, NE",Rental
FX9FDBX423,SCA50,SCA,50,Medium,2024-07-21,2024-04-09,103.0,326.0,1037.66,711.6600000000001,68.583158259931,218.30061349693253,Q3,1,Atlas Equipment,VA,Prince William,"Prince William, VA",General
4T0KMZADFK,SY50,SY,50,Medium,2024-04-24,2024-04-09,15.0,822.0,1089.0,267.0,24.517906336088156,32.481751824817515,Q3,5,Liberty Machines,NH,Hillsborough,"Hillsborough, NH",Home
SSS1MIBBC1,TH135,TH,135,Medium,2024-05-30,2024-04-09,51.0,956.0,1196.0,240.0,20.066889632107024,25.10460251046025,Q4,3,Pioneer Industrial,WA,Snohomish,"Snohomish, WA",Other
IKAL0E2GC7,SY35,SY,35,Small,,2024-04-09,,822.0,,,,,,1,Atlas Equipment,,,,
RJPIXUTR0W,SY75,SY,75,Medium,2024-04-12,2024-04-09,3.0,326.0,744.7,418.70000000000005,56.223982811870556,128.4355828220859,Q2,5,Liberty Machines,IA,Linn,"Linn, IA",Other
4ZJVL2M8ZL,SCA135,SCA,135,Medium,,2024-04-09,,783.0,,,,,,4,Everest Heavy Duty,,,,
P8JVWPML63,SCA35,SCA,35,Small,2024-06-15,2024-04-09,67.0,483.2,1021.9,538.7,52.71552989529309,111.48592715231788,Q3,4,Everest Heavy Duty,NC,Mecklenburg,"Mecklenburg, NC",Home
AAQSXWNMA9,TH75,TH,75,Medium,2024-05-07,2024-04-09,28.0,884.0,2016.3,1132.3,56.15731785944552,128.08823529411762,Q4,3,Pioneer Industrial,WA,Whatcom,"Whatcom, WA",Home
VJ7WI56695,SCA35,SCA,35,Small,2024-04-28,2024-04-10,18.0,604.0,786.5000000000001,182.5000000000001,23.204068658614123,30.21523178807949,Q2,5,Liberty Machines,PA,Lehigh,"Lehigh, PA",Education
1SVAF89QJG,SCA50,SCA,50,Medium,,2024-04-10,,956.0,,,,,,5,Liberty Machines,,,,
G8BFWJXX09,SY235,SY,235,Large,,2024-04-10,,956.0,,,,,,4,Everest Heavy Duty,,,,
WTZ6Q46VN0,SCA50,SCA,50,Medium,2024-05-28,2024-04-10,48.0,484.8,1336.5,851.7,63.72615039281706,175.68069306930693,Q4,4,Everest Heavy Duty,WA,Snohomish,"Snohomish, WA",Civil
FJXC2JVU6U,SCA335,SCA,335,Large,2024-04-29,2024-04-10,19.0,391.2,660.0,268.8,40.72727272727273,68.71165644171779,Q2,2,Summit Machinery,UT,Salt Lake,"Salt Lake, UT",General
4HJGCJ6EMJ,SY235,SY,235,Large,2024-05-25,2024-04-11,44.0,200.8,314.0,113.19999999999999,36.05095541401273,56.37450199203187,Q1,4,Everest Heavy Duty,CT,New Haven,"New Haven, CT",General
NL9668VJ42,SCA335,SCA,335,Large,,2024-04-11,,794.0,,,,,,2,Summit Machinery,,,,
BXTGQRMQGL,TH235,TH,235,Large,2024-06-06,2024-04-11,56.0,502.0,623.0,121.0,19.42215088282504,24.10358565737052,Q1,1,Atlas Equipment,KS,Linn,"Linn, KS",Civil
NTD3X6TDPO,SY50,SY,50,Medium,2024-05-12,2024-04-11,31.0,608.0,853.6,245.60000000000002,28.77225866916589,40.39473684210527,Q2,2,Summit Machinery,IL,Cook,"Cook, IL",Construction
00G2611N6G,SY235,SY,235,Large,2024-04-25,2024-04-11,14.0,794.0,1650.0,856.0,51.87878787878788,107.80856423173803,Q4,3,Pioneer Industrial,NJ,Union,"Union, NJ",General
L6ZQASL1PH,SY135,SY,135,Medium,2024-06-12,2024-04-11,62.0,373.6,0.0,-373.6,,-100.0,Q1,4,Everest Heavy Duty,OK,Tulsa,"Tulsa, OK",General
KWFJ9PQPG3,SY155,SY,155,Large,2024-06-14,2024-04-11,64.0,443.2,614.0,170.8,27.817589576547235,38.537906137184116,Q1,4,Everest Heavy Duty,MO,St. Louis,"St. Louis, MO",Home
34GRST3PQ2,SY135,SY,135,Medium,2024-04-22,2024-04-11,11.0,484.8,1243.0,758.2,60.99758648431215,156.3943894389439,Q4,4,Everest Heavy Duty,MN,Hennepin,"Hennepin, MN",Education
UIHUC52S3V,SY75,SY,75,Medium,2024-04-16,2024-04-11,5.0,535.0,710.6,175.60000000000002,24.711511398817905,32.82242990654206,Q2,1,Atlas Equipment,MA,Middlesex,"Middlesex, MA",General
